,site_id,FType,FCode,x,y,area_m2,lon,lat,elevation
5276,nhdhr_45719382,390,39004,246,164,46021.187087126105,-94.20291380986508,45.54534271293243,323
2788,nhdhr_48788975,390,39004,284,104,46029.38586942849,-89.40112092590162,38.03439689558651,130
795,nhdhr_99333987,390,39009,335,38,46038.9950881368,-83.00353232717188,29.81067645509569,17
8442,nhdhr_80995307,390,39004,274,184,46080.7233666461,-90.74113628252809,48.06805133635822,562
6085,nhdhr_107513982,390,39004,269,178,46081.089309290095,-91.26924995940502,47.361141203770345,428
2077,nhdhr_122167965,390,39004,314,43,46097.4854121804,-85.64847525870884,30.49543196066741,15
499,nhdhr_133051387,390,39004,151,108,46113.140206391,-106.02271530210716,38.543620633286906,2168
4683,nhdhr_155642842,390,39009,314,130,46210.7733474392,-85.6365892500758,41.36300744337212,266
2569,nhdhr_48799888,390,39004,285,103,46262.61766665059,-89.2709636641855,37.88822583670178,120
1009,nhdhr_58684625,436,43600,338,24,46279.82873703731,-82.72651818322514,28.024014929476657,25
1692,nhdhr_58708695,436,43600,339,28,46283.921118219405,-82.5614798876479,28.552353267099342,3
124,nhdhr_85802606,390,39009,317,44,46285.369277156904,-85.28646734957016,30.556279342403485,31
3820,nhdhr_70331569,390,39004,285,167,46286.469214526,-89.29140846630115,45.97146773693093,498
1436,nhdhr_{F62950CC-681F-46A8-9BBF-338F579B2758},390,39004,319,43,46312.5147035141,-85.04735962272042,30.44286502741239,15
11934,nhdhr_75661685,390,39004,286,152,46368.875073957,-89.19601911148207,44.11322707497222,263
11306,nhdhr_{9A809FD0-529F-4380-A059-6E0C0D1A0B60},390,39004,421,155,46372.7485283222,-72.36523887148716,44.48722426768227,285
294,nhdhr_157616440,390,39004,238,95,46393.3785189092,-95.21188470133288,36.9104496443312,257
10270,nhdhr_167667250,390,39004,401,118,46399.724944979,-74.81650370502388,39.86608934539544,11
1890,nhdhr_129754756,390,39004,328,43,46413.3361364007,-83.99992072030619,30.41214135094253,38
1021,nhdhr_68747764,390,39009,339,24,46465.099550508,-82.5048113319581,28.073036586558985,13
4496,nhdhr_60089352,390,39004,312,155,46486.9437670037,-85.99920673288813,44.435584699668006,231
10673,nhdhr_143383209,390,39004,202,191,46526.49620780809,-99.71360722751123,48.895783112788905,626
5511,nhdhr_80997991,390,39004,274,183,46572.616976633704,-90.74610616306185,47.974786849820596,561
1884,nhdhr_130052467,390,39004,319,37,46580.689072184294,-85.12250038824341,29.72291263750093,2
11304,nhdhr_{B303F354-30EB-450F-BC07-9E711B90A366},390,39004,418,159,46624.3036293834,-72.67161803980994,44.96094218210568,228
2623,nhdhr_48788438,390,39004,285,104,46631.903719391696,-89.36874782853388,38.03897898978865,123
10073,nhdhr_{B38EAAF2-7AEB-4D0B-BBEF-B0A00E737B39},390,39004,422,152,46633.7815363146,-72.16609766325979,44.10432080682607,423
2049,nhdhr_125263011,390,39001,355,23,46679.1507612839,-80.562007735458,27.97666325577375,4
2426,nhdhr_125548265,436,43600,349,39,46702.1184385605,-81.3614346556495,29.90097784338461,9
10141,nhdhr_29851729,390,39004,396,117,46703.708142545096,-75.44792788909841,39.69978497006405,0
7779,nhdhr_120020396,390,39004,257,159,46824.5771453716,-92.8330646570918,44.99582848349901,268
1210,nhdhr_129754586,390,39009,325,43,46834.9458032846,-84.27930902695934,30.461030337301462,47
8368,nhdhr_69546003,390,39004,259,168,46840.785577662304,-92.61774958620492,46.0133564365732,295
1734,nhdhr_112626426,390,39004,344,32,46877.544644443304,-81.97393010916099,29.06650109382087,21
10849,nhdhr_130166419,390,39004,234,88,46878.1354486542,-95.73288230214442,36.09336408346522,201
1788,nhdhr_78641975,390,39009,347,23,46994.0081015197,-81.61124186864272,27.975285268943143,36
2439,nhdhr_107723765,390,39009,349,32,47019.9860180841,-81.25457857982944,29.05020893455478,19
3859,nhdhr_155642117,390,39009,317,132,47114.0942947976,-85.33531519138691,41.504414259144525,284
1221,nhdhr_99323093,390,39005,333,41,47143.2977463454,-83.29834877353967,30.196697037869967,24
8957,nhdhr_81000513,390,39004,263,183,47151.9896110641,-92.10689624357452,47.91936919158151,462
2097,nhdhr_99329831,390,39004,336,42,47154.27044355401,-82.92835564393918,30.268785975754533,26
1882,nhdhr_122196981,436,43600,315,42,47193.497981637694,-85.50098941840128,30.2850265425943,16
458,nhdhr_128057576,390,39009,155,121,47204.1310576675,-105.601831354109,40.21888735185222,3135
11280,nhdhr_{5C66838A-3439-4CEA-B1E7-554B673E159C},390,39004,418,159,47213.3445302974,-72.64966642161116,44.95324268999716,297
8324,nhdhr_34127702,390,39004,254,160,47235.1054051556,-93.12897654541405,45.040809590174945,279
1898,nhdhr_58676487,436,43600,338,25,47274.2940413253,-82.67812940186171,28.220924996188458,4
1818,nhdhr_112027805,390,39009,349,28,47275.4200665709,-81.37120038560117,28.53343528708054,21
1545,nhdhr_112624182,390,39004,346,30,47300.0767279782,-81.71797242092764,28.822565171066323,19
925,nhdhr_107809201,390,39004,348,28,47307.3816557825,-81.39605521577514,28.623370922341127,28
6056,nhdhr_107069650,390,39004,263,181,47310.1690048985,-92.1070585333227,47.746640944692366,471
10453,nhdhr_123386252,390,39009,361,85,47310.699502727,-79.85811718403481,35.71395221083203,166
10142,nhdhr_25625490,390,39004,397,117,47338.2507236246,-75.28189614586736,39.73280919901333,7
1236,nhdhr_58694485,390,39009,338,26,47348.279266120895,-82.67259048431646,28.290570348930288,4
6081,nhdhr_81003895,390,39004,268,181,47349.1466885572,-91.44387700643743,47.64869678427873,543
6392,nhdhr_59807923,390,39004,243,174,47351.7816985622,-94.61274019852816,46.817589678625595,456
7057,nhdhr_59724537,390,39004,246,173,47386.322104901104,-94.1785605159805,46.6610227108244,367
6495,nhdhr_59747225,390,39004,249,171,47402.121371127694,-93.75626240309694,46.46251652440381,382
4142,nhdhr_70335667,390,39004,285,165,47451.752373084404,-89.36215705551119,45.6386572699617,479
7571,nhdhr_47710097,390,39004,242,180,47471.80512656269,-94.67452561332857,47.54295102899907,398
2292,nhdhr_58677729,390,39004,339,26,47472.1035099514,-82.60958515024814,28.344242458197737,8
7284,nhdhr_42804092,390,39004,266,152,47482.215354800195,-91.70811996128859,44.071797560787275,197
1885,nhdhr_130051596,436,43600,319,43,47482.941929572306,-85.02553257895731,30.45803148048429,13
10265,nhdhr_29827109,390,39004,398,114,47581.983995644405,-75.18151667498174,39.346047889843476,8
4334,nhdhr_155642902,390,39009,314,130,47594.742031805195,-85.67355191885628,41.351749288354576,264
4535,nhdhr_149759334,390,39004,321,150,47600.7471519201,-84.77268595199581,43.85264655436906,263
989,nhdhr_129958242,390,39004,325,39,47613.05430609731,-84.3726207389012,29.938635509117727,0
8594,nhdhr_{6E373F1B-D770-450D-A32A-04B58F734DEA},390,39004,230,171,47620.4700015411,-96.1381854345307,46.4874895650025,397
3331,nhdhr_{BF26D672-0DCE-4C8A-B323-F89253D1CE51},390,39004,425,158,47659.1927593891,-71.8683159829817,44.81478052265173,358
2037,nhdhr_{43185401-BD1F-4F62-A4FF-F41320DDBC2D},390,39009,349,30,47668.7513610378,-81.30988048175692,28.782439153784704,11
1385,nhdhr_107712341,390,39004,352,29,47688.3870003205,-80.91699950424744,28.6552959742945,1
1735,nhdhr_112643406,390,39004,344,36,47735.778720865994,-81.97593808749292,29.529427807921,21
7103,nhdhr_45365487,390,39004,250,160,47746.869283199296,-93.72496908901465,45.070422905392476,289
9859,nhdhr_88485632,390,39004,227,131,47798.30195635559,-96.55725217680039,41.445784294351355,367
7523,nhdhr_121838954,390,39004,236,177,47820.2845642259,-95.46617156908016,47.247348410503534,552
9764,nhdhr_128457635,390,39004,215,145,47854.1394802337,-98.08012767113662,43.202122139129735,540
2849,nhdhr_106618299,390,39004,260,125,47949.837603093096,-92.44517678881971,40.749082661705344,249
1011,nhdhr_134533414,390,39009,338,41,47980.28298455849,-82.66858610471766,30.18761849684843,29
2453,nhdhr_138375531,390,39009,357,5,48030.651406504,-80.29706685993686,25.728291586005888,2
1027,nhdhr_68788894,390,39004,340,24,48090.83883161769,-82.45098360740872,28.108543217944245,14
7236,nhdhr_91688765,390,39004,257,161,48093.3136007115,-92.78658978704571,45.14010059394038,258
8052,nhdhr_121841577,390,39004,230,175,48097.1032182649,-96.17902145229921,46.96502075978817,367
1257,nhdhr_113638797,390,39004,340,38,48113.0239885487,-82.44948637319848,29.765166855968737,25
12217,nhdhr_74928391,390,39004,269,162,48151.265318337806,-91.3165373160774,45.287379340604666,328
3526,nhdhr_45654137,390,39004,367,117,48178.97384914981,-79.12099568335309,39.635443972980596,753
5883,nhdhr_59748019,390,39004,250,171,48230.4727321658,-93.69567425944496,46.392410655642074,382
1045,nhdhr_68041445,390,39004,342,29,48321.708774782695,-82.14162603831495,28.64303200179193,19
8183,nhdhr_45727680,390,39004,245,164,48344.8764981441,-94.29657418070654,45.601647814665725,318
8445,nhdhr_114541561,390,39004,274,183,48375.833450511105,-90.67201796493902,47.95324437884122,566
1242,nhdhr_68745636,390,39009,339,24,48390.6103180163,-82.60472375267233,28.10115918846959,10
192,nhdhr_75994057,390,39004,124,101,48444.667961664,-109.48871064022705,37.67070001263848,1982
851,nhdhr_167180434,390,39004,344,29,48453.7249898165,-81.93657677250215,28.69839729313363,26
6535,nhdhr_91593477,390,39004,252,159,48469.31867744769,-93.47550837260471,44.90356235110951,285
5455,nhdhr_69548409,390,39004,262,165,48485.063657891,-92.16797378938459,45.72349832895773,300
6743,nhdhr_114540867,390,39004,279,183,48490.6179492772,-90.12125791589058,47.975776978504804,589
10207,nhdhr_167586822,390,39004,403,129,48496.9375859033,-74.50003127366003,41.180166588664974,377
8135,nhdhr_72859385,390,39004,240,177,48498.058892421395,-94.93534582663817,47.163903411789505,461
116,nhdhr_63018081,390,39009,313,44,48498.3264908516,-85.85526649905114,30.52552684337173,4
1556,nhdhr_112033901,390,39004,347,26,48572.0272455066,-81.62164923528009,28.36085039974196,31
2169,nhdhr_112623930,390,39004,346,30,48601.2267557941,-81.66089239781729,28.85514797231509,33
5669,nhdhr_121545735,390,39004,228,173,48629.3792179525,-96.41265660937077,46.658905480484904,306
8980,nhdhr_87817681,390,39004,268,179,48666.4707489067,-91.4978792129148,47.406643757636786,573
1665,nhdhr_133703464,390,39009,332,43,48747.814652837806,-83.40020077584623,30.47317501013652,39
9348,nhdhr_45715792,390,39004,248,169,48772.1829139441,-93.87892937213269,46.19164529802746,386
9904,nhdhr_148849278,390,39004,76,124,48813.7053376483,-115.39446248122424,40.592746079640754,2971
4017,nhdhr_155642913,390,39009,315,130,48817.5731382109,-85.618556097023,41.34665349958446,266
11835,nhdhr_151951232,390,39004,264,158,48847.1941175163,-91.92649513598913,44.769630130014846,223
10160,nhdhr_60445815,390,39004,404,126,48849.0438311026,-74.41025692489413,40.83356158301879,74
1386,nhdhr_107724543,390,39004,352,24,48895.560806706504,-80.90393799470434,28.078616912199397,6
2748,nhdhr_48787430,390,39004,285,104,48929.0401042886,-89.27059362195754,38.04332587664258,125
1322,nhdhr_{421E2B33-8A07-478B-B0F0-D50FF5376A6D},390,39004,347,35,48989.941925928,-81.57094653962874,29.431996924803855,9
924,nhdhr_107809233,390,39004,348,28,49001.2944371849,-81.40259804457679,28.58529281687061,26
1466,nhdhr_58683889,390,39004,339,25,49016.1922421902,-82.5884071472963,28.182951182910227,13
1148,nhdhr_107718679,390,39009,349,29,49019.1236495003,-81.34613693376026,28.660188031695288,25
806,nhdhr_68758472,390,39004,339,25,49021.737323655994,-82.60149192986569,28.143472619410407,14
940,nhdhr_{F9F43B81-84EE-4E12-91DB-F200BD5DC527},390,39009,349,29,49038.0497803837,-81.32302940443438,28.66241055163769,15
7733,nhdhr_91595713,390,39004,254,158,49066.4183544591,-93.20291228069945,44.79258590003912,270
1063,nhdhr_112613888,390,39011,345,31,49129.523145287305,-81.87402526225597,28.965001845176506,17
2443,nhdhr_107815025,390,39009,350,29,49135.2070879098,-81.19194463416282,28.671545972682253,13
5894,nhdhr_166867600,390,39004,251,171,49190.9461704642,-93.6224277682933,46.407579833866265,379
19,nhdhr_133132402,390,39004,320,46,49215.009997974805,-84.95922032461486,30.83967606315102,23
10241,nhdhr_{9D42DB0C-AB60-44E4-BC8D-6DF5C8F6B66E},436,43600,400,116,49229.8979500262,-74.92698637066543,39.57406047785864,28
7722,nhdhr_{394F7D66-29DA-4B88-B51F-58DC0D3F709E},390,39004,253,159,49239.1868852619,-93.33751463272955,44.95902203220853,264
9218,nhdhr_126590866,390,39004,234,180,49264.951667279005,-95.72475669227,47.5707868925688,394
2436,nhdhr_107807525,390,39004,349,28,49304.983044818,-81.27672641381177,28.588770961001217,18
2194,nhdhr_125968675,390,39004,348,34,49310.0181676075,-81.48292657203693,29.34727110614693,11
136,nhdhr_41000737,390,39004,306,45,49319.6090446711,-86.69264807411064,30.720192262689892,31
3145,nhdhr_34387214,390,39004,241,110,49389.969400756105,-94.80509619485865,38.870666128868926,316
175,nhdhr_142955250,390,39004,121,62,49398.853902492694,-109.86274907557586,32.80568258337623,1006
623,nhdhr_128057643,390,39004,154,121,49405.947467096106,-105.66881883965236,40.192498884294345,3485
10274,nhdhr_64652834,390,39004,403,124,49471.2553321272,-74.56347142486784,40.508646803427524,16
1359,nhdhr_107827441,390,39009,348,30,49487.568752013096,-81.37972483389167,28.755420054700203,12
10686,nhdhr_143746174,390,39004,180,188,49513.4204701884,-102.4377547554929,48.557757214745074,681
2133,nhdhr_112643174,390,39004,344,36,49535.2410911322,-81.96701790720202,29.58593217404125,22
2599,nhdhr_121207798,390,39009,303,132,49575.504502948395,-87.06372378456864,41.515359948592184,248
341,nhdhr_108312175,390,39004,20,137,49576.1276628343,-122.47800928928984,42.13140567196042,1343
11281,nhdhr_{FE061ACE-9DDB-475B-BAA8-E1AA83974FAB},390,39004,420,155,49616.281920494504,-72.49673802171955,44.45990654735545,460
12058,nhdhr_151949646,390,39004,263,164,49637.328205145895,-92.02452289950632,45.533659118282024,375
10120,nhdhr_26035602,390,39004,401,129,49641.276467400596,-74.8353217041248,41.14292943597233,267
2200,nhdhr_{402C2C9F-8F25-4E1D-A105-F37F067F41E4},436,43600,348,12,49679.7360189147,-81.40762869401689,26.54144520955073,9
77,nhdhr_62994285,390,39009,315,44,49814.586429568895,-85.58898467494204,30.55236977678573,26
2370,nhdhr_125962040,390,39004,346,37,49840.0363339745,-81.68808305481382,29.636336655233823,16
145,nhdhr_62971677,436,43603,313,46,49862.936322413894,-85.7559620391315,30.85203588428205,29
9184,nhdhr_123271809,390,39004,231,181,49863.683814078606,-96.11245528959385,47.643036928446854,369
7847,nhdhr_81004345,390,39004,267,181,49890.6691886708,-91.55420384704064,47.63102521895008,529
3121,nhdhr_148590025,390,39004,218,106,49904.4243801106,-97.65329890379377,38.367235065080116,450
2286,nhdhr_68749718,390,39004,337,23,49929.0748257786,-82.77220216071775,27.962993123510003,19
12016,nhdhr_155443332,390,39004,283,151,50043.61451938,-89.5849907717028,43.90866354990282,285
11172,nhdhr_78987080,390,39009,106,103,50082.679185137196,-111.69597733226513,37.937153249047626,2645
1142,nhdhr_107828295,390,39009,348,30,50154.1166516468,-81.39978488484401,28.81030300955009,11
9003,nhdhr_114545537,390,39004,271,180,50172.616402994805,-91.08517107117036,47.51319114485695,434
11325,nhdhr_61499893,390,39004,373,97,50177.6734936405,-78.28126043638386,37.17336311027794,137
896,nhdhr_112030137,390,39004,347,27,50195.276879318095,-81.5349177410295,28.455678819707998,30
5813,nhdhr_45719460,390,39004,245,167,50292.4067909457,-94.30765442027241,45.962196126611516,351
1480,nhdhr_41962081,390,39004,340,25,50328.1677734628,-82.4452128501885,28.192447661585675,20
1646,nhdhr_122168667,390,39004,316,43,50330.5664804429,-85.48438639362273,30.47321896042003,38
1387,nhdhr_107744381,390,39004,353,20,50341.358494155094,-80.8296162392176,27.563359082688397,18
1088,nhdhr_112691144,390,39009,346,31,50369.325129635596,-81.68571325002604,28.938108281924,21
7188,nhdhr_91596021,390,39004,254,158,50378.368155921795,-93.18475051335128,44.777482891233504,281
12362,nhdhr_155443325,390,39004,283,151,50386.2158462964,-89.5906146440268,43.910343837230364,285
1014,nhdhr_113622023,390,39004,339,41,50401.0811590552,-82.6085169866222,30.172167840480288,32
9250,nhdhr_59807635,390,39004,238,174,50403.512914791696,-95.18349465108514,46.83123046809796,436
10159,nhdhr_60430695,390,39004,404,127,50416.20244959,-74.45001940808591,40.89583072296423,169
2702,nhdhr_40199640,436,43600,293,99,50438.172207905,-88.32566057785117,37.48302171379272,122
5,nhdhr_41225907,436,43600,301,43,50458.1695218049,-87.27794115162935,30.450118184834103,7
1162,nhdhr_107813439,390,39009,350,30,50536.0460168039,-81.23121320276536,28.86965414764051,18
1152,nhdhr_107806845,390,39009,349,28,50561.701438874006,-81.33451344433155,28.59878239117605,21
10481,nhdhr_136645065,390,39009,357,91,50648.643962923205,-80.26920403327435,36.39065259105227,509
2895,nhdhr_48792214,390,39004,284,104,50664.8895586021,-89.40769790351757,38.007394354877015,124
79,nhdhr_133132327,390,39004,320,46,50665.3230808526,-84.97355429132962,30.862637155947823,23
1059,nhdhr_68038853,390,39004,344,31,50706.9912609011,-81.92163069834682,28.875086253184566,21
5146,nhdhr_121545199,390,39004,229,174,50736.932516413304,-96.26239398018532,46.802255257600756,395
2750,nhdhr_48795986,390,39004,285,103,50746.6357984785,-89.25924897232946,37.967988104483574,126
8821,nhdhr_47715707,390,39004,251,179,50764.987284549505,-93.61778873216215,47.43210685816875,420
11945,nhdhr_68839157,390,39004,291,160,50844.3637033924,-88.51156203585172,45.08915449832226,272
11408,nhdhr_68302503,390,39004,218,49,50899.4953105105,-97.74541674883469,31.148283078389674,263
2044,nhdhr_107814447,390,39009,350,29,50904.07806205,-81.20937766963553,28.632821578187,13
72,nhdhr_62985879,390,39004,311,45,50912.465863008096,-86.09687987606785,30.627223418168484,39
2429,nhdhr_112028029,390,39009,349,27,50919.3661554717,-81.33684031301766,28.49906583683006,25
11744,nhdhr_130937535,390,39004,21,175,50923.6345989034,-122.25168569908749,46.96516896563597,185
10248,nhdhr_25592555,390,39004,403,119,50949.4402973466,-74.57013007345034,39.98941753239816,20
1878,nhdhr_35362961,390,39004,309,42,51005.3109560516,-86.2624161107218,30.356816593180607,0
